code,name,ticker
2670,(株)エービーシー・マート,2670.T
2282,日本ハム(株),2282.T
5021,コスモエネルギーホールディングス(株),5021.T
5105,ＴＯＹＯ　ＴＩＲＥ(株),5105.T
3291,飯田グループホールディングス(株),3291.T
7649,スギホールディングス(株),7649.T
8334,(株)群馬銀行,8334.T
3281,ＧＬＰ投資法人,3281.T
5332,ＴＯＴＯ(株),5332.T
9962,(株)ミスミグループ本社,9962.T
8972,KDX不動産投資法人,8972.T
4186,東京応化工業(株),4186.T
7276,(株)小糸製作所,7276.T
4005,住友化学(株),4005.T
4021,日産化学(株),4021.T
6370,栗田工業(株),6370.T
6724,セイコーエプソン(株),6724.T
8804,東京建物(株),8804.T
8060,キヤノンマーケティングジャパン(株),8060.T
2212,山崎製パン(株),2212.T
4042,東ソー(株),4042.T
8572,アコム(株),8572.T
4403,日油(株),4403.T
7261,マツダ(株),7261.T
3769,ＧＭＯペイメントゲートウェイ(株),3769.T
6465,ホシザキ(株),6465.T
6845,アズビル(株),6845.T
3283,日本プロロジスリート投資法人,3283.T
4183,三井化学(株),4183.T
7752,(株)リコー,7752.T
9064,ヤマトホールディングス(株),9064.T
8227,(株)しまむら,8227.T
3197,(株)すかいらーくホールディングス,3197.T
9508,九州電力(株),9508.T
6269,三井海洋開発(株),6269.T
8253,(株)クレディセゾン,8253.T
7747,朝日インテック(株),7747.T
5406,(株)神戸製鋼所,5406.T
3462,野村不動産マスターファンド投資法人,3462.T
6448,ブラザー工業(株),6448.T
6645,オムロン(株),6645.T
9147,ＮＩＰＰＯＮ　ＥＸＰＲＥＳＳホールディングス(株),9147.T
2267,(株)ヤクルト本社,2267.T
5830,(株)いよぎんホールディングス,5830.T
2327,日鉄ソリューションズ(株),2327.T
8359,(株)八十二銀行,8359.T
4732,(株)ユー・エス・エス,4732.T
4676,(株)フジ・メディア・ホールディングス,4676.T
6963,ローム(株),6963.T
2702,日本マクドナルドホールディングス(株),2702.T
3861,王子ホールディングス(株),3861.T
3099,(株)三越伊勢丹ホールディングス,3099.T
3231,野村不動産ホールディングス(株),3231.T
2897,日清食品ホールディングス(株),2897.T
3563,(株)ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,3563.T
8953,日本都市ファンド投資法人,8953.T
4324,(株)電通グループ,4324.T
9023,東京地下鉄(株),9023.T
4506,住友ファーマ(株),4506.T
5929,三和ホールディングス(株),5929.T
8952,ジャパンリアルエステイト投資法人,8952.T
1808,(株)長谷工コーポレーション,1808.T
4911,(株)資生堂,4911.T
9143,ＳＧホールディングス(株),9143.T
9401,(株)ＴＢＳホールディングス,9401.T
2269,明治ホールディングス(株),2269.T
8354,(株)ふくおかフィナンシャルグループ,8354.T
4704,トレンドマイクロ(株),4704.T
1911,住友林業(株),1911.T
6869,シスメックス(株),6869.T
5706,三井金属(株),5706.T
9042,阪急阪神ホールディングス(株),9042.T
5333,日本ガイシ(株),5333.T
1942,(株)関電工,1942.T
8303,(株)ＳＢＩ新生銀行,8303.T
6988,日東電工(株),6988.T
7270,(株)ＳＵＢＡＲＵ,7270.T
6326,(株)クボタ,6326.T
6920,レーザーテック(株),6920.T
5020,ＥＮＥＯＳホールディングス(株),5020.T
285A,キオクシアホールディングス(株),285A.T
8439,東京センチュリー(株),8439.T
6305,日立建機(株),6305.T
7167,(株)めぶきフィナンシャルグループ,7167.T
5844,(株)京都フィナンシャルグループ,5844.T
6532,(株)ベイカレント,6532.T
9501,東京電力ホールディングス(株),9501.T
2768,双日(株),2768.T
9404,日本テレビホールディングス(株),9404.T
3289,東急不動産ホールディングス(株),3289.T
1878,大東建託(株),1878.T
9684,(株)スクウェア・エニックス・ホールディングス,9684.T
3038,(株)神戸物産,3038.T
5101,横浜ゴム(株),5101.T
3288,(株)オープンハウスグループ,3288.T
6525,(株)ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,6525.T
4528,小野薬品工業(株),4528.T
4004,(株)レゾナック・ホールディングス,4004.T
4204,積水化学工業(株),4204.T
9005,東急(株),9005.T
5201,ＡＧＣ(株),5201.T
3088,(株)マツキヨココカラ＆カンパニー,3088.T
8729,ソニーフィナンシャルグループ(株),8729.T
3064,(株)ＭｏｎｏｔａＲＯ,3064.T
7272,ヤマハ発動機(株),7272.T
3092,(株)ＺＯＺＯ,3092.T
6506,(株)安川電機,6506.T
2875,東洋水産(株),2875.T
5838,楽天銀行(株),5838.T
8951,日本ビルファンド投資法人,8951.T
7735,(株)ＳＣＲＥＥＮホールディングス,7735.T
4768,(株)大塚商会,4768.T
5411,ＪＦＥホールディングス(株),5411.T
3626,ＴＩＳ(株),3626.T
3391,(株)ツルハホールディングス,3391.T
9201,日本航空(株),9201.T
7701,(株)島津製作所,7701.T
4188,三菱ケミカルグループ(株),4188.T
8136,(株)サンリオ,8136.T
3003,ヒューリック(株),3003.T
4523,エーザイ(株),4523.T
1944,(株)きんでん,1944.T
6586,(株)マキタ,6586.T
6479,ミネベアミツミ(株),6479.T
5334,日本特殊陶業(株),5334.T
4151,協和キリン(株),4151.T
6841,横河電機(株),6841.T
9107,川崎汽船(株),9107.T
8331,(株)千葉銀行,8331.T
2413,エムスリー(株),2413.T
5831,(株)しずおかフィナンシャルグループ,5831.T
9021,西日本旅客鉄道(株),9021.T
2801,キッコーマン(株),2801.T
7911,ＴＯＰＰＡＮホールディングス(株),7911.T
7912,大日本印刷(株),7912.T
7309,(株)シマノ,7309.T
9202,ＡＮＡホールディングス(株),9202.T
9024,(株)西武ホールディングス,9024.T
9602,東宝(株),9602.T
7550,(株)ゼンショーホールディングス,7550.T
7186,(株)横浜フィナンシャルグループ,7186.T
2587,サントリー食品インターナショナル(株),2587.T
7201,日産自動車(株),7201.T
5019,出光興産(株),5019.T
3402,東レ(株),3402.T
5016,ＪＸ金属(株),5016.T
9843,(株)ニトリホールディングス,9843.T
4062,イビデン(株),4062.T
9104,(株)商船三井,9104.T
6504,富士電機(株),6504.T
7453,(株)良品計画,7453.T
6361,荏原,6361.T
7181,(株)かんぽ生命保険,7181.T
5713,住友金属鉱山(株),5713.T
8697,(株)日本取引所グループ,8697.T
7202,いすゞ自動車(株),7202.T
9502,中部電力(株),9502.T
9719,ＳＣＳＫ(株),9719.T
6383,(株)ダイフク,6383.T
8593,三菱ＨＣキャピタル(株),8593.T
3407,旭化成(株),3407.T
9435,(株)光通信,9435.T
1803,清水建設(株),1803.T
8795,(株)Ｔ＆Ｄホールディングス,8795.T
7012,川崎重工業(株),7012.T
4755,楽天グループ(株),4755.T
9531,東京ガス(株),9531.T
8601,(株)大和証券グループ本社,8601.T
9532,大阪ガス(株),9532.T
2503,キリンホールディングス(株),2503.T
8473,ＳＢＩホールディングス(株),8473.T
1802,(株)大林組,1802.T
7259,(株)アイシン,7259.T
1801,大成建設(株),1801.T
9503,関西電力(株),9503.T
1812,鹿島,1812.T
1928,積水ハウス(株),1928.T
5803,(株)フジクラ,5803.T
8113,ユニ・チャーム(株),8113.T
3659,(株)ネクソン,3659.T
9101,日本郵船(株),9101.T
4716,日本オラクル(株),4716.T
4507,塩野義製薬(株),4507.T
7733,オリンパス(株),7733.T
4091,日本酸素ホールディングス(株),4091.T
9697,(株)カプコン,9697.T
5802,住友電気工業(株),5802.T
7013,(株)ＩＨＩ,7013.T
9735,セコム(株),9735.T
1605,(株)ＩＮＰＥＸ,1605.T
4503,アステラス製薬(株),4503.T
4684,(株)オービック,4684.T
7936,(株)アシックス,7936.T
6971,京セラ(株),6971.T
8830,住友不動産(株),8830.T
4612,日本ペイントホールディングス(株),4612.T
8309,三井住友トラストグループ(株),8309.T
9766,コナミグループ(株),9766.T
8604,野村ホールディングス(株),8604.T
2502,アサヒグループホールディングス(株),2502.T
7532,(株)パン・パシフィック・インターナショナルホールディングス,7532.T
6762,ＴＤＫ(株),6762.T
8308,(株)りそなホールディングス,8308.T
7832,(株)バンダイナムコホールディングス,7832.T
5401,日本製鉄(株),5401.T
4452,花王(株),4452.T
1925,大和ハウス工業(株),1925.T
9022,東海旅客鉄道(株),9022.T
8015,豊田通商(株),8015.T
6594,ニデック(株),6594.T
4307,(株)野村総合研究所,4307.T
8802,三菱地所(株),8802.T
7269,スズキ(株),7269.T
6273,ＳＭＣ(株),6273.T
9020,東日本旅客鉄道(株),9020.T
6146,(株)ディスコ,6146.T
6723,ルネサスエレクトロニクス(株),6723.T
8591,オリックス(株),8591.T
6954,ファナック(株),6954.T
2802,味の素(株),2802.T
4689,ＬＩＮＥヤフー(株),4689.T
8801,三井不動産(株),8801.T
8267,イオン(株),8267.T
6752,パナソニック　ホールディングス(株),6752.T
4543,テルモ(株),4543.T
4901,富士フイルムホールディングス(株),4901.T
4578,大塚ホールディングス(株),4578.T
6178,日本郵政(株),6178.T
8630,ＳＯＭＰＯホールディングス(株),8630.T
6981,(株)村田製作所,6981.T
8750,第一生命ホールディングス(株),8750.T
5108,(株)ブリヂストン,5108.T
6301,コマツ,6301.T
8053,住友商事(株),8053.T
8002,丸紅(株),8002.T
6367,ダイキン工業(株),6367.T
6201,(株)豊田自動織機,6201.T
6701,ＮＥＣ,6701.T
7182,(株)ゆうちょ銀行,7182.T
8725,ＭＳ＆ＡＤインシュアランスグループホールディングス(株),8725.T
6902,(株)デンソー,6902.T
7741,ＨＯＹＡ(株),7741.T
7751,キヤノン(株),7751.T
3382,(株)セブン＆アイ・ホールディングス,3382.T
4661,(株)オリエンタルランド,4661.T
6503,三菱電機(株),6503.T
6857,(株)アドバンテスト,6857.T
4568,第一三共(株),4568.T
4502,武田薬品工業(株),4502.T
6702,富士通(株),6702.T
7267,ホンダ,7267.T
8031,三井物産(株),8031.T
2914,ＪＴ,2914.T
4063,信越化学工業(株),4063.T
8411,(株)みずほフィナンシャルグループ,8411.T
9433,ＫＤＤＩ(株),9433.T
9434,ソフトバンク(株),9434.T
9984,ソフトバンクグループ(株),9984.T
8035,東京エレクトロン(株),8035.T
8058,三菱商事(株),8058.T
7011,三菱重工業(株),7011.T
8001,伊藤忠商事(株),8001.T
8766,東京海上ホールディングス(株),8766.T
6098,(株)リクルートホールディングス,6098.T
4519,中外製薬(株),4519.T
6861,(株)キーエンス,6861.T
8316,(株)三井住友フィナンシャルグループ,8316.T
9432,日本電信電話(株),9432.T
7974,任天堂(株),7974.T
9983,(株)ファーストリテイリング,9983.T
6501,(株)日立製作所,6501.T
8306,(株)三菱ＵＦＪフィナンシャル・グループ,8306.T
6758,ソニーグループ(株),6758.T
7203,トヨタ自動車(株),7203.T
