rank,code,company_name,market_cap,scrape_date
948,2109,ＤＭ三井製糖(株),100845,2025-12-07
949,9603,(株)エイチ・アイ・エス,100465,2025-12-07
950,6183,(株)ベルシステム２４ホールディングス,100308,2025-12-07
951,1870,矢作建設工業(株),100144,2025-12-07
952,5310,東洋炭素(株),100030,2025-12-07
953,1663,Ｋ＆Ｏエナジーグループ(株),100026,2025-12-07
954,4369,(株)トリケミカル研究所,99771,2025-12-07
955,8892,(株)エスコン,99764,2025-12-07
956,4071,(株)プラスアルファ・コンサルティング,99486,2025-12-07
957,2157,(株)コシダカホールディングス,99449,2025-12-07
958,4559,ゼリア新薬工業(株),99427,2025-12-07
959,7721,東京計器(株),99385,2025-12-07
960,7839,(株)ＳＨＯＥＩ,99370,2025-12-07
961,6458,新晃工業(株),99311,2025-12-07
962,9663,(株)ナガワ,98961,2025-12-07
963,2653,イオン九州(株),98858,2025-12-07
964,8016,(株)オンワードホールディングス,98777,2025-12-07
965,3964,(株)オークネット,98508,2025-12-07
966,2585,(株)ライフドリンクカンパニー,97593,2025-12-07
967,3459,サムティ・レジデンシャル投資法人,97552,2025-12-07
968,6345,(株)アイチコーポレーション,97165,2025-12-07
969,6961,(株)エンプラス,97037,2025-12-07
970,2492,(株)インフォマート,97027,2025-12-07
971,1821,三井住友建設(株),96953,2025-12-07
972,8392,(株)大分銀行,96673,2025-12-07
973,2742,(株)ハローズ,96542,2025-12-07
974,5122,オカモト(株),96462,2025-12-07
975,8125,(株)ワキタ,96447,2025-12-07
976,3445,(株)ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,96286,2025-12-07
977,3465,ケイアイスター不動産(株),96150,2025-12-07
978,8237,(株)松屋,96028,2025-12-07
979,6330,東洋エンジニアリング(株),96011,2025-12-07
980,2805,ヱスビー食品(株),95901,2025-12-07
981,3302,帝国繊維(株),95856,2025-12-07
982,7944,ローランド(株),95823,2025-12-07
983,2326,デジタルアーツ(株),95680,2025-12-07
984,456A,ＨＵＭＡＮ　ＭＡＤＥ(株),95541,2025-12-07
985,8877,エスリード(株),95423,2025-12-07
986,6226,守谷輸送機工業(株),95259,2025-12-07
987,6340,澁谷工業(株),95006,2025-12-07
988,9997,(株)ベルーナ,94813,2025-12-07
989,6737,ＥＩＺＯ(株),94783,2025-12-07
990,4974,タカラバイオ(株),94767,2025-12-07
991,2004,昭和産業(株),94202,2025-12-07
992,6209,リケンＮＰＲ(株),94066,2025-12-07
993,3476,投資法人みらい,93846,2025-12-07
994,8037,カメイ(株),93763,2025-12-07
995,2353,日本駐車場開発(株),93719,2025-12-07
996,5943,(株)ノーリツ,93711,2025-12-07
997,446A,(株)ノースサンド,93495,2025-12-07
998,4552,ＪＣＲファーマ(株),92985,2025-12-07
999,6914,オプテックスグループ(株),92981,2025-12-07
1000,8059,第一実業(株),92840,2025-12-07
1001,6284,日精エー・エス・ビー機械(株),92345,2025-12-07
1002,4828,ビジネスエンジニアリング(株),91920,2025-12-07
1003,8345,(株)岩手銀行,91379,2025-12-07
1004,4996,クミアイ化学工業(株),91365,2025-12-07
1005,8032,日本紙パルプ商事(株),91244,2025-12-07
1006,2117,ウェルネオシュガー(株),91119,2025-12-07
1007,7088,(株)フォーラムエンジニアリング,91080,2025-12-07
1008,5351,品川リフラ(株),90993,2025-12-07
1009,4825,(株)ウェザーニューズ,90962,2025-12-07
1010,9824,泉州電業(株),90540,2025-12-07
1011,3028,(株)アルペン,90492,2025-12-07
1012,4956,コニシ(株),90413,2025-12-07
1013,4365,松本油脂製薬(株),90253,2025-12-07
1014,8818,京阪神ビルディング(株),90204,2025-12-07
1015,4189,ＫＨネオケム(株),90087,2025-12-07
1016,1976,明星工業(株),90062,2025-12-07
1017,2329,(株)東北新社,89872,2025-12-07
1018,6652,ＩＤＥＣ(株),89700,2025-12-07
1019,5851,リョービ(株),89385,2025-12-07
1020,4216,旭有機材(株),89300,2025-12-07
1021,6413,理想科学工業(株),89280,2025-12-07
1022,4464,(株)ソフト９９コーポレーション,89210,2025-12-07
1023,1975,(株)朝日工業社,89080,2025-12-07
1024,7241,フタバ産業(株),89043,2025-12-07
1025,4569,杏林製薬(株),89019,2025-12-07
1026,7513,(株)コジマ,88898,2025-12-07
1027,1518,三井松島ホールディングス(株),88838,2025-12-07
1028,186A,(株)アストロスケールホールディングス,88822,2025-12-07
1029,3034,クオールホールディングス(株),88815,2025-12-07
1030,9543,静岡ガス(株),88460,2025-12-07
1031,4187,大阪有機化学工業(株),88408,2025-12-07
1032,1921,(株)巴コーポレーション,88170,2025-12-07
1033,6023,ダイハツインフィニアース(株),88097,2025-12-07
1034,6463,ＴＰＲ(株),88014,2025-12-07
1035,5992,中央発條(株),87994,2025-12-07
1036,5195,バンドー化学(株),87897,2025-12-07
1037,464A,(株)ＱＰＳホールディングス,87655,2025-12-07
1038,6524,湖北工業(株),87620,2025-12-07
1039,3104,富士紡ホールディングス(株),87539,2025-12-07
1040,2979,SOSiLA物流リート投資法人,87227,2025-12-07
1041,4044,セントラル硝子(株),87100,2025-12-07
1042,5727,東邦チタニウム(株),87093,2025-12-07
1043,7917,ＺＡＣＲＯＳ(株),87013,2025-12-07
1044,2220,亀田製菓(株),86931,2025-12-07
1045,4293,(株)セプテーニ・ホールディングス,86881,2025-12-07
1046,4526,理研ビタミン(株),86711,2025-12-07
1047,4290,(株)プレステージ・インターナショナル,86480,2025-12-07
1048,319A,(株)技術承継機構,86425,2025-12-07
1049,7931,未来工業(株),85912,2025-12-07
1050,2791,大黒天物産(株),85419,2025-12-07
1051,6866,ＨＩＯＫＩ(株),85268,2025-12-07
1052,8771,イー・ギャランティ(株),85194,2025-12-07
1053,6277,ホソカワミクロン(株),85102,2025-12-07
1054,8061,西華産業(株),84754,2025-12-07
1055,6741,日本信号(株),84195,2025-12-07
1056,3492,MIRARTH不動産投資法人,84160,2025-12-07
1057,4549,栄研化学(株),83763,2025-12-07
1058,2292,Ｓ　ＦＯＯＤＳ(株),83412,2025-12-07
1059,7246,プレス工業(株),83400,2025-12-07
1060,8793,ＮＥＣキャピタルソリューション(株),83396,2025-12-07
1061,2590,ダイドーグループホールディングス(株),83273,2025-12-07
1062,5262,日本ヒューム(株),83171,2025-12-07
1063,7826,(株)フルヤ金属,82516,2025-12-07
1064,9247,ＴＲＥホールディングス(株),82441,2025-12-07
1065,3491,(株)ＧＡ　ｔｅｃｈｎｏｌｏｇｉｅｓ,82338,2025-12-07
1066,9729,(株)トーカイ,81936,2025-12-07
1067,7433,伯東(株),81907,2025-12-07
1068,6349,(株)小森コーポレーション,81716,2025-12-07
1069,9621,(株)建設技術研究所,81698,2025-12-07
1070,4413,(株)ボードルア,81648,2025-12-07
1071,3156,(株)レスター,81617,2025-12-07
1072,6740,(株)ジャパンディスプレイ,81488,2025-12-07
1073,6877,ＯＢＡＲＡ　ＧＲＯＵＰ(株),81182,2025-12-07
1074,6235,(株)オプトラン,80998,2025-12-07
1075,4765,ＳＢＩグローバルアセットマネジメント(株),80851,2025-12-07
1076,6459,大和冷機工業(株),80782,2025-12-07
1077,5970,(株)ジーテクト,80614,2025-12-07
1078,1882,東亜道路工業(株),80581,2025-12-07
1079,4919,(株)ミルボン,80574,2025-12-07
1080,4461,第一工業製薬(株),80560,2025-12-07
1081,1852,(株)淺沼組,80302,2025-12-07
1082,9692,(株)シーイーシー,80269,2025-12-07
1083,6859,エスペック(株),80024,2025-12-07
1084,8841,(株)テーオーシー,79960,2025-12-07
1085,3539,(株)ＪＭホールディングス,79955,2025-12-07
1086,2874,ヨコレイ,79536,2025-12-07
1087,6908,イリソ電子工業(株),79498,2025-12-07
1088,2737,(株)トーメンデバイス,79379,2025-12-07
1089,3733,(株)ソフトウェア・サービス,78972,2025-12-07
1090,7292,(株)村上開明堂,78650,2025-12-07
1091,9823,(株)マミーマートホールディングス,78439,2025-12-07
1092,8550,(株)栃木銀行,78151,2025-12-07
1093,3817,(株)ＳＲＡホールディングス,77876,2025-12-07
1094,4480,(株)メドレー,77623,2025-12-07
1095,8982,トップリート投資法人,77440,2025-12-07
1096,3636,(株)三菱総合研究所,77332,2025-12-07
1097,5726,(株)大阪チタニウムテクノロジーズ,76986,2025-12-07
1098,6196,(株)ストライク,76908,2025-12-07
1099,4746,(株)東計電算,76857,2025-12-07
1100,6331,三菱化工機(株),76805,2025-12-07
1101,8707,岩井コスモホールディングス(株),76789,2025-12-07
1102,4384,ラクスル(株),76707,2025-12-07
1103,247A,Ａｉロボティクス(株),76546,2025-12-07
1104,8399,(株)琉球銀行,76518,2025-12-07
1105,5036,日本ビジネスシステムズ(株),76516,2025-12-07
1106,5011,ニチレキグループ(株),76236,2025-12-07
1107,6946,日本アビオニクス(株),76028,2025-12-07
1108,9902,(株)日伝,75992,2025-12-07
1109,3443,川田テクノロジーズ(株),75925,2025-12-07
1110,4565,ネクセラファーマ(株),75836,2025-12-07
1111,6287,(株)サトー,75546,2025-12-07
1112,2395,(株)新日本科学,75480,2025-12-07
1113,2168,(株)パソナグループ,75317,2025-12-07
1114,3480,(株)ジェイ・エス・ビー,75192,2025-12-07
1115,7421,カッパ・クリエイト(株),75061,2025-12-07
1116,3950,ザ・パック(株),75043,2025-12-07
1117,3962,(株)チェンジホールディングス,74739,2025-12-07
1118,3540,(株)歯愛メディカル,74600,2025-12-07
1119,8244,(株)近鉄百貨店,74487,2025-12-07
1120,6258,平田機工(株),74378,2025-12-07
1121,8159,(株)立花エレテック,74375,2025-12-07
1122,7995,(株)バルカー,74194,2025-12-07
1123,4997,日本農薬(株),73934,2025-12-07
1124,7199,プレミアグループ(株),73884,2025-12-07
1125,3479,(株)ティーケーピー,73710,2025-12-07
1126,8173,上新電機(株),73444,2025-12-07
1127,2540,養命酒製造(株),73343,2025-12-07
1128,6118,アイダエンジニアリング(株),73300,2025-12-07
1129,4220,リケンテクノス(株),73220,2025-12-07
1130,9310,日本トランスシティ(株),73185,2025-12-07
1131,3608,(株)ＴＳＩホールディングス,72920,2025-12-07
1132,7942,(株)ＪＳＰ,72911,2025-12-07
1133,277A,グロービング(株),72653,2025-12-07
1134,6282,オイレス工業(株),72362,2025-12-07
1135,4008,住友精化(株),72198,2025-12-07
1136,1799,第一建設工業(株),71962,2025-12-07
1137,3036,アルコニックス(株),71872,2025-12-07
1138,6200,(株)インソース,71860,2025-12-07
1139,8084,(株)ＲＹＯＤＥＮ,71860,2025-12-07
1140,3632,グリーホールディングス(株),71720,2025-12-07
1141,2664,(株)カワチ薬品,71710,2025-12-07
1142,4849,エン(株),71641,2025-12-07
1143,7085,(株)カーブスホールディングス,71613,2025-12-07
1144,9304,澁澤倉庫(株),71523,2025-12-07
1145,8343,(株)秋田銀行,71379,2025-12-07
1146,3290,Oneリート投資法人,71359,2025-12-07
1147,8160,(株)木曽路,71217,2025-12-07
1148,9733,(株)ナガセ,71150,2025-12-07
1149,2734,(株)サーラコーポレーション,71126,2025-12-07
1150,5982,(株)マルゼン,71109,2025-12-07
1151,6027,弁護士ドットコム(株),70905,2025-12-07
1152,1939,(株)四電工,70858,2025-12-07
1153,4832,ＪＦＥシステムズ(株),70520,2025-12-07
1154,5290,(株)ベルテクスコーポレーション,70518,2025-12-07
1155,3673,(株)ブロードリーフ,70388,2025-12-07
1156,8043,スターゼン(株),70105,2025-12-07
1157,7231,トピー工業(株),70066,2025-12-07
1158,8387,(株)四国銀行,69960,2025-12-07
1159,7239,(株)タチエス,69957,2025-12-07
1160,4116,大日精化工業(株),69917,2025-12-07
1161,1899,(株)福田組,69568,2025-12-07
1162,8132,シナネンホールディングス(株),69152,2025-12-07
1163,4326,(株)インテージホールディングス,69128,2025-12-07
1164,9536,西部ガスホールディングス(株),69057,2025-12-07
1165,6517,デンヨー(株),68967,2025-12-07
1166,6419,(株)マースグループホールディングス,68614,2025-12-07
1167,6088,(株)シグマクシス・ホールディングス,68456,2025-12-07
1168,5946,(株)長府製作所,68376,2025-12-07
1169,4687,ＴＤＣソフト(株),68158,2025-12-07
1170,7606,(株)ユナイテッドアローズ,68132,2025-12-07
1171,8079,正栄食品工業(株),68058,2025-12-07
1172,2211,(株)不二家,67814,2025-12-07
1173,2208,(株)ブルボン,67754,2025-12-07
1174,1822,大豊建設(株),67450,2025-12-07
1175,9743,(株)丹青社,67358,2025-12-07
1176,3836,(株)アバントグループ,67273,2025-12-07
1177,9357,名港海運(株),67168,2025-12-07
1178,2681,(株)ゲオホールディングス,67155,2025-12-07
1179,4362,日本精化(株),67132,2025-12-07
1180,8715,アニコム　ホールディングス(株),67071,2025-12-07
1181,9324,安田倉庫(株),67035,2025-12-07
1182,3478,森トラスト・ホテルリート投資法人,66900,2025-12-07
1183,3692,(株)ＦＦＲＩセキュリティ,66830,2025-12-07
1184,1379,ホクト(株),66818,2025-12-07
1185,2216,カンロ(株),66715,2025-12-07
1186,3151,(株)バイタルケーエスケー・ホールディングス,66592,2025-12-07
1187,9755,応用地質(株),66545,2025-12-07
1188,5480,日本冶金工業(株),66329,2025-12-07
1189,6794,フォスター電機(株),66075,2025-12-07
1190,4674,(株)クレスコ,66024,2025-12-07
1191,2613,(株)Ｊ－オイルミルズ,65945,2025-12-07
1192,7130,ヤマエグループホールディングス(株),65918,2025-12-07
1193,4212,積水樹脂(株),65695,2025-12-07
1194,7979,(株)松風,65385,2025-12-07
1195,9416,(株)ビジョン,65201,2025-12-07
1196,8613,丸三証券(株),65174,2025-12-07
1197,3946,(株)トーモク,64891,2025-12-07
1198,3661,(株)エムアップホールディングス,64854,2025-12-07
1199,2003,日東富士製粉(株),64755,2025-12-07
1200,7868,(株)広済堂ホールディングス,64520,2025-12-07
1201,7613,シークス(株),64462,2025-12-07
1202,9519,(株)レノバ,64417,2025-12-07
1203,5410,合同製鐵(株),64380,2025-12-07
1204,1407,(株)ウエストホールディングス,64300,2025-12-07
1205,6381,アネスト岩田(株),64121,2025-12-07
1206,9348,(株)ｉｓｐａｃｅ,63877,2025-12-07
1207,7593,ＶＴホールディングス(株),63620,2025-12-07
1208,9279,(株)ギフトホールディングス,63558,2025-12-07
1209,1945,(株)東京エネシス,63407,2025-12-07
1210,8075,神鋼商事(株),63371,2025-12-07
1211,8395,(株)佐賀銀行,63340,2025-12-07
1212,9534,北海道ガス(株),63324,2025-12-07
1213,3252,地主(株),62811,2025-12-07
1214,9552,(株)Ｍ＆Ａ総研ホールディングス,62758,2025-12-07
1215,9369,(株)キユーソー流通システム,62401,2025-12-07
1216,9028,(株)ゼロ,62339,2025-12-07
1217,1909,日本ドライケミカル(株),62194,2025-12-07
1218,5988,(株)パイオラックス,62103,2025-12-07
1219,9790,福井コンピュータホールディングス(株),62038,2025-12-07
1220,8739,スパークス・グループ(株),61556,2025-12-07
1221,262A,(株)インターメスティック,61506,2025-12-07
1222,202A,(株)豆蔵,61311,2025-12-07
1223,7915,ＮＩＳＳＨＡ(株),61230,2025-12-07
1224,8167,(株)リテールパートナーズ,61200,2025-12-07
1225,3496,(株)アズーム,61055,2025-12-07
1226,6623,愛知電機(株),60895,2025-12-07
1227,6637,寺崎電気産業(株),60720,2025-12-07
1228,7504,(株)高速,60685,2025-12-07
1229,1815,鉄建建設(株),60645,2025-12-07
1230,7508,(株)Ｇ－７ホールディングス,60466,2025-12-07
1231,7818,(株)トランザクション,60428,2025-12-07
1232,9946,ミニストップ(株),60390,2025-12-07
1233,4481,ベース(株),60365,2025-12-07
1234,3395,(株)サンマルクホールディングス,60335,2025-12-07
1235,368A,(株)北里コーポレーション,60320,2025-12-07
1236,3655,(株)ブレインパッド,60212,2025-12-07
1237,4221,大倉工業(株),60150,2025-12-07
1238,1898,世紀東急工業(株),60104,2025-12-07
1239,1811,(株)錢高組,60002,2025-12-07
1240,3482,ロードスターキャピタル(株),59764,2025-12-07
1241,3153,八洲電機(株),59575,2025-12-07
1242,9928,(株)ミロク情報サービス,59540,2025-12-07
1243,8200,(株)リンガーハット,59435,2025-12-07
1244,9511,沖縄電力(株),59433,2025-12-07
1245,3663,(株)セルシス,59376,2025-12-07
1246,3854,(株)アイル,59326,2025-12-07
1247,8157,都築電気(株),59116,2025-12-07
1248,6617,(株)東光高岳,59002,2025-12-07
1249,2752,(株)フジオフードグループ本社,58958,2025-12-07
1250,3091,(株)ブロンコビリー,58808,2025-12-07
1251,8344,(株)山形銀行,58762,2025-12-07
1252,2790,(株)ナフコ,58675,2025-12-07
1253,1888,若築建設(株),58602,2025-12-07
1254,6676,(株)バッファロー,58442,2025-12-07
1255,4047,関東電化工業(株),58409,2025-12-07
1256,6237,(株)イワキ,58386,2025-12-07
1257,2698,(株)キャンドゥ,58360,2025-12-07
1258,4848,(株)フルキャストホールディングス,58352,2025-12-07
1259,9474,(株)ゼンリン,58218,2025-12-07
1260,8362,(株)福井銀行,58165,2025-12-07
1261,5461,中部鋼鈑(株),58156,2025-12-07
1262,2986,(株)ＬＡホールディングス,58141,2025-12-07
1263,7921,(株)ＴＡＫＡＲＡ　＆　ＣＯＭＰＡＮＹ,58072,2025-12-07
1264,3708,特種東海製紙(株),57876,2025-12-07
1265,4097,高圧ガス工業(株),57801,2025-12-07
1266,4323,日本システム技術(株),57696,2025-12-07
1267,7447,ナガイレーベン(株),57384,2025-12-07
1268,2749,(株)ＪＰホールディングス,57366,2025-12-07
1269,4343,(株)イオンファンタジー,57348,2025-12-07
1270,3150,(株)グリムス,57346,2025-12-07
1271,3371,(株)ソフトクリエイトホールディングス,57277,2025-12-07
1272,2918,わらべや日洋ホールディングス(株),57107,2025-12-07
1273,3232,三重交通グループホールディングス(株),57084,2025-12-07
1274,6425,(株)ユニバーサルエンターテインメント,57019,2025-12-07
1275,4431,(株)スマレジ,56931,2025-12-07
1276,9305,(株)ヤマタネ,56812,2025-12-07
1277,6339,新東工業(株),56710,2025-12-07
1278,2573,北海道コカ・コーラボトリング(株),56337,2025-12-07
1279,2288,丸大食品(株),56245,2025-12-07
1280,6809,ＴＯＡ(株),56223,2025-12-07
1281,4719,(株)アルファシステムズ,56210,2025-12-07
1282,8508,Ｊトラスト(株),56210,2025-12-07
1283,3399,(株)丸千代山岡家,56115,2025-12-07
1284,6627,(株)テラプローブ,56066,2025-12-07
1285,5208,(株)有沢製作所,55917,2025-12-07
1286,6480,日本トムソン(株),55861,2025-12-07
1287,9661,(株)歌舞伎座,55860,2025-12-07
1288,1786,オリエンタル白石(株),55663,2025-12-07
1289,4886,あすか製薬ホールディングス(株),55484,2025-12-07
1290,3668,(株)コロプラ,55478,2025-12-07
1291,4970,東洋合成工業(株),55456,2025-12-07
1292,1301,(株)極洋,55439,2025-12-07
1293,2938,(株)オカムラ食品工業,55325,2025-12-07
1294,9900,(株)サガミホールディングス,55301,2025-12-07
1295,4641,(株)アルプス技研,55248,2025-12-07
1296,6328,荏原実業(株),55211,2025-12-07
1297,3687,(株)フィックスターズ,55161,2025-12-07
1298,6644,大崎電気工業(株),55081,2025-12-07
1299,4820,(株)ＥＭシステムズ,55002,2025-12-07
1300,5288,アジアパイルホールディングス(株),54964,2025-12-07
1301,6824,新コスモス電機(株),54954,2025-12-07
1302,2902,太陽化学(株),54669,2025-12-07
1303,2980,ＳＲＥホールディングス(株),54597,2025-12-07
1304,6363,(株)酉島製作所,54461,2025-12-07
1305,409A,オリオンビール(株),54434,2025-12-07
1306,2170,(株)リンクアンドモチベーション,54359,2025-12-07
1307,4259,(株)エクサウィザーズ,54293,2025-12-07
1308,2931,(株)ユーグレナ,54230,2025-12-07
1309,3451,トーセイ・リート投資法人,54097,2025-12-07
1310,9828,(株)Ｇｅｎｋｉ　Ｇｌｏｂａｌ　Ｄｉｎｉｎｇ　Ｃｏｎｃｅｐｔｓ,54097,2025-12-07
1311,7128,フルサト・マルカホールディングス(株),54088,2025-12-07
1312,8979,スターツプロシード投資法人,54047,2025-12-07
1313,4246,ダイキョーニシカワ(株),53887,2025-12-07
1314,2053,中部飼料(株),53880,2025-12-07
1315,8541,(株)愛媛銀行,53857,2025-12-07
1316,1938,日本リーテック(株),53823,2025-12-07
1317,6800,(株)ヨコオ,53805,2025-12-07
1318,5821,平河ヒューテック(株),53677,2025-12-07
1319,3182,オイシックス・ラ・大地(株),53675,2025-12-07
1320,6364,(株)ＡＩＲＭＡＮ,53393,2025-12-07
1321,9856,(株)ケーユーホールディングス,53304,2025-12-07
1322,8864,空港施設(株),53244,2025-12-07
1323,7860,エイベックス(株),53214,2025-12-07
1324,8914,エリアリンク(株),53109,2025-12-07
1325,5445,東京鐵鋼(株),53101,2025-12-07
1326,4109,ステラ　ケミファ(株),53061,2025-12-07
1327,3284,(株)フージャースホールディングス,53044,2025-12-07
1328,5949,ユニプレス(株),53016,2025-12-07
1329,176A,レジル(株),52905,2025-12-07
1330,3688,(株)ＣＡＲＴＡ　ＨＯＬＤＩＮＧＳ,52904,2025-12-07
1331,5184,(株)ニチリン,52887,2025-12-07
1332,8708,アイザワ証券グループ(株),52806,2025-12-07
1333,8706,極東証券(株),52741,2025-12-07
1334,8897,ＭＩＲＡＲＴＨホールディングス(株),52613,2025-12-07
1335,6289,(株)技研製作所,52606,2025-12-07
1336,2150,(株)ケアネット,52590,2025-12-07
1337,3844,コムチュア(株),52554,2025-12-07
1338,6058,(株)ベクトル,52544,2025-12-07
1339,5302,日本カーボン(株),52536,2025-12-07
1340,197A,(株)タウンズ,52467,2025-12-07
1341,6574,(株)コンヴァノ,52443,2025-12-07
1342,8052,椿本興業(株),52166,2025-12-07
1343,7383,(株)ネットプロテクションズホールディングス,52002,2025-12-07
1344,2325,(株)ＮＪＳ,51948,2025-12-07
1345,6197,(株)ソラスト,51729,2025-12-07
1346,299A,クラシル(株),51597,2025-12-07
1347,4619,日本特殊塗料(株),51567,2025-12-07
1348,4078,堺化学工業(株),51510,2025-12-07
1349,3679,(株)じげん,51370,2025-12-07
1350,1929,日特建設(株),51216,2025-12-07
1351,3905,データセクション(株),51075,2025-12-07
1352,3763,(株)プロシップ,50960,2025-12-07
1353,6143,(株)ソディック,50957,2025-12-07
1354,6357,三精テクノロジーズ(株),50882,2025-12-07
1355,6564,(株)ミダックホールディングス,50881,2025-12-07
1356,6999,ＫＯＡ(株),50823,2025-12-07
1357,6333,(株)帝国電機製作所,50809,2025-12-07
1358,6768,(株)タムラ製作所,50656,2025-12-07
1359,6309,巴工業(株),50435,2025-12-07
1360,7949,小松ウオール工業(株),50330,2025-12-07
1361,4894,クオリプス(株),50305,2025-12-07
1362,7102,日本車輌製造(株),50262,2025-12-07
1363,6718,アイホン(株),50186,2025-12-07
1364,7745,(株)Ａ＆Ｄホロンホールディングス,50149,2025-12-07
1365,4417,グローバルセキュリティエキスパート(株),50123,2025-12-07
1366,7609,ダイトロン(株),50083,2025-12-07
1367,8163,ＳＲＳホールディングス(株),50055,2025-12-07
1368,7384,(株)プロクレアホールディングス,49781,2025-12-07
1369,9470,(株)学研ホールディングス,49721,2025-12-07
1370,9381,(株)エーアイテイー,49692,2025-12-07
1371,2751,(株)テンポスホールディングス,49672,2025-12-07
1372,4419,(株)Ｆｉｎａｔｅｘｔホールディングス,49607,2025-12-07
1373,8150,三信電気(株),49577,2025-12-07
1374,7236,(株)ティラド,49560,2025-12-07
1375,7326,ＳＢＩインシュアランスグループ(株),49244,2025-12-07
1376,6638,(株)ミマキエンジニアリング,49213,2025-12-07
1377,8281,ゼビオホールディングス(株),49205,2025-12-07
1378,4377,(株)ワンキャリア,49178,2025-12-07
1379,6855,日本電子材料(株),49146,2025-12-07
1380,7388,(株)ＦＰパートナー,49137,2025-12-07
1381,2226,(株)湖池屋,49135,2025-12-07
1382,4593,(株)ヘリオス,49068,2025-12-07
1383,3431,宮地エンジニアリンググループ(株),49017,2025-12-07
1384,9274,ＫＰＰグループホールディングス(株),48819,2025-12-07
1385,7990,グローブライド(株),48724,2025-12-07
1386,8935,(株)ＦＪネクストホールディングス,48540,2025-12-07
1387,6905,コーセル(株),48352,2025-12-07
1388,9619,(株)イチネンホールディングス,48261,2025-12-07
1389,147A,(株)ソラコム,48145,2025-12-07
1390,6078,(株)バリューＨＲ,47940,2025-12-07
1391,4318,(株)クイック,47900,2025-12-07
1392,5889,Ｊａｐａｎ　Ｅｙｅｗｅａｒ　Ｈｏｌｄｉｎｇｓ(株),47657,2025-12-07
1393,7914,共同印刷(株),47542,2025-12-07
1394,5702,(株)大紀アルミニウム工業所,47512,2025-12-07
1395,9517,イーレックス(株),47444,2025-12-07
1396,166A,(株)タスキホールディングス,47399,2025-12-07
1397,2908,フジッコ(株),47330,2025-12-07
1398,1967,(株)ヤマト,47314,2025-12-07
1399,3245,(株)ディア・ライフ,47187,2025-12-07
1400,9991,ジェコス(株),47111,2025-12-07
1401,2972,サンケイリアルエステート投資法人,47084,2025-12-07
1402,2429,(株)ワールドホールディングス,46974,2025-12-07
1403,9639,三協フロンテア(株),46971,2025-12-07
1404,8065,佐藤商事(株),46759,2025-12-07
1405,5202,日本板硝子(株),46697,2025-12-07
1406,6630,ヤーマン(株),46679,2025-12-07
1407,6625,ＪＡＬＣＯホールディングス(株),46653,2025-12-07
1408,3198,ＳＦＰホールディングス(株),46517,2025-12-07
1409,1887,日本国土開発(株),46413,2025-12-07
1410,8137,サンワテクノス(株),46367,2025-12-07
1411,7500,西川計測(株),46338,2025-12-07
1412,7840,フランスベッドホールディングス(株),46214,2025-12-07
1413,4094,日本化学産業(株),46198,2025-12-07
1414,8081,(株)カナデン,46170,2025-12-07
1415,8699,ＨＳホールディングス(株),46073,2025-12-07
1416,2108,日本甜菜製糖(株),46052,2025-12-07
1417,5304,ＳＥＣカーボン(株),45983,2025-12-07
1418,5563,新日本電工(株),45887,2025-12-07
1419,9081,神奈川中央交通(株),45864,2025-12-07
1420,4022,ラサ工業(株),45838,2025-12-07
1421,7071,(株)アンビスホールディングス,45818,2025-12-07
1422,3196,(株)ホットランドホールディングス,45715,2025-12-07
1423,6937,古河電池(株),45690,2025-12-07
1424,4743,(株)アイティフォー,45636,2025-12-07
1425,7715,長野計器(株),45512,2025-12-07
1426,9467,(株)アルファポリス,45511,2025-12-07
1427,7366,(株)ＬＩＴＡＬＩＣＯ,45462,2025-12-07
1428,7245,大同メタル工業(株),45429,2025-12-07
1429,5541,大平洋金属(株),45301,2025-12-07
1430,3660,(株)アイスタイル,45291,2025-12-07
1431,6231,木村工機(株),45264,2025-12-07
1432,7229,(株)ユタカ技研,45201,2025-12-07
1433,9740,ＣＳＰ,45191,2025-12-07
1434,2594,キーコーヒー(株),45128,2025-12-07
1435,7244,市光工業(株),45033,2025-12-07
1436,5959,岡部(株),45002,2025-12-07
1437,8929,(株)青山財産ネットワークス,44985,2025-12-07
1438,9052,山陽電気鉄道(株),44974,2025-12-07
1439,2971,エスコンジャパンリート投資法人,44939,2025-12-07
1440,3299,(株)ムゲンエステート,44776,2025-12-07
1441,7749,メディキット(株),44766,2025-12-07
1442,7373,(株)アイドマ・ホールディングス,44638,2025-12-07
1443,4992,北興化学工業(株),44499,2025-12-07
1444,1810,松井建設(株),44341,2025-12-07
1445,4718,(株)早稲田アカデミー,44261,2025-12-07
1446,9438,(株)エムティーアイ,43936,2025-12-07
1447,6310,井関農機(株),43924,2025-12-07
1448,4375,セーフィー(株),43914,2025-12-07
1449,8005,(株)スクロール,43875,2025-12-07
1450,8614,東洋証券(株),43809,2025-12-07
1451,8151,(株)東陽テクニカ,43771,2025-12-07
1452,9837,モリト(株),43630,2025-12-07
1453,4658,日本空調サービス(株),43621,2025-12-07
1454,6099,(株)エラン,43329,2025-12-07
1455,7092,(株)Ｆａｓｔ　Ｆｉｔｎｅｓｓ　Ｊａｐａｎ,43305,2025-12-07
1456,6144,西部電機(株),43297,2025-12-07
1457,256A,飛島ホールディングス(株),43181,2025-12-07
1458,3176,三洋貿易(株),43163,2025-12-07
