rank,code,company_name,market_cap,scrape_date
1916,5981,東京製綱(株),23638,2025-12-07
1917,5945,天龍製鋸(株),23577,2025-12-07
1918,2491,バリューコマース(株),23544,2025-12-07
1919,4333,(株)東邦システムサイエンス,23544,2025-12-07
1920,3271,(株)ＴＨＥグローバル社,23494,2025-12-07
1921,4251,恵和(株),23451,2025-12-07
1922,9029,(株)ヒガシホールディングス,23437,2025-12-07
1923,4968,荒川化学工業(株),23420,2025-12-07
1924,1381,(株)アクシーズ,23397,2025-12-07
1925,7294,(株)ヨロズ,23377,2025-12-07
1926,4344,ソースネクスト(株),23371,2025-12-07
1927,6566,(株)要興業,23331,2025-12-07
1928,7675,セントラルフォレストグループ(株),23324,2025-12-07
1929,8158,ソーダニッカ(株),23313,2025-12-07
1930,3489,(株)フェイスネットワーク,23277,2025-12-07
1931,431A,ユーソナー(株),23272,2025-12-07
1932,9332,ＮＩＳＳＯホールディングス(株),23171,2025-12-07
1933,7554,(株)幸楽苑,23166,2025-12-07
1934,9115,明海グループ(株),23148,2025-12-07
1935,3547,(株)串カツ田中ホールディングス,23140,2025-12-07
1936,9782,(株)ディーエムエス,23057,2025-12-07
1937,2198,アイ・ケイ・ケイホールディングス(株),23037,2025-12-07
1938,3648,ＡＧＳ(株),23025,2025-12-07
1939,9283,日本再生可能エネルギーインフラ投資法人,22989,2025-12-07
1940,2932,(株)ＳＴＩフードホールディングス,22988,2025-12-07
1941,4310,(株)ドリームインキュベータ,22978,2025-12-07
1942,1960,(株)サンテック,22976,2025-12-07
1943,6469,(株)放電精密加工研究所,22894,2025-12-07
1944,4092,日本化学工業(株),22869,2025-12-07
1945,9402,中部日本放送(株),22862,2025-12-07
1946,9424,日本通信(株),22857,2025-12-07
1947,7273,(株)イクヨ,22832,2025-12-07
1948,6565,ＡＢホテル(株),22667,2025-12-07
1949,6989,北陸電気工業(株),22655,2025-12-07
1950,4064,日本カーバイド工業(株),22617,2025-12-07
1951,3925,(株)ダブルスタンダード,22584,2025-12-07
1952,3242,(株)アーバネットコーポレーション,22582,2025-12-07
1953,2120,(株)ＬＩＦＵＬＬ,22576,2025-12-07
1954,9338,(株)ＩＮＦＯＲＩＣＨ,22570,2025-12-07
1955,5933,アルインコ(株),22554,2025-12-07
1956,5074,テスホールディングス(株),22537,2025-12-07
1957,6037,楽待(株),22519,2025-12-07
1958,6184,(株)鎌倉新書,22344,2025-12-07
1959,3676,(株)デジタルハーツホールディングス,22338,2025-12-07
1960,8089,ナイス(株),22303,2025-12-07
1961,3075,(株)銚子丸,22271,2025-12-07
1962,6496,(株)中北製作所,22269,2025-12-07
1963,9204,スカイマーク(株),22262,2025-12-07
1964,2882,(株)イートアンドホールディングス,22240,2025-12-07
1965,2378,(株)ルネサンス,22234,2025-12-07
1966,3276,(株)ＪＰＭＣ,22228,2025-12-07
1967,7033,(株)マネジメントソリューションズ,22225,2025-12-07
1968,8118,(株)キング,22171,2025-12-07
1969,7952,(株)河合楽器製作所,22159,2025-12-07
1970,9990,(株)サックスバー　ホールディングス,22156,2025-12-07
1971,1832,(株)北海電工,22143,2025-12-07
1972,4410,ハリマ化成グループ(株),22142,2025-12-07
1973,6470,大豊工業(株),22142,2025-12-07
1974,4889,(株)レナサイエンス,22118,2025-12-07
1975,5535,ミガロホールディングス(株),22037,2025-12-07
1976,5015,ビーピー・カストロール(株),22033,2025-12-07
1977,9850,(株)グルメ杵屋,21971,2025-12-07
1978,6779,日本電波工業(株),21903,2025-12-07
1979,9027,(株)ロジネットジャパン,21898,2025-12-07
1980,8091,ニチモウ(株),21828,2025-12-07
1981,436A,サイバーソリューションズ(株),21827,2025-12-07
1982,9216,ビーウィズ(株),21803,2025-12-07
1983,8981,ジャパン・ホテル・アンド・リゾート投資法人,21789,2025-12-07
1984,2929,(株)ファーマフーズ,21780,2025-12-07
1985,5721,(株)エス・サイエンス,21772,2025-12-07
1986,8041,ＯＵＧホールディングス(株),21749,2025-12-07
1987,3834,(株)朝日ネット,21728,2025-12-07
1988,9233,アジア航測(株),21685,2025-12-07
1989,3901,マークラインズ(株),21669,2025-12-07
1990,372A,(株)レント,21606,2025-12-07
1991,2163,(株)アルトナー,21575,2025-12-07
1992,3055,(株)ほくやく・竹山ホールディングス,21570,2025-12-07
1993,5078,(株)セレコーポレーション,21475,2025-12-07
1994,9322,川西倉庫(株),21472,2025-12-07
1995,3529,アツギ(株),21459,2025-12-07
1996,8076,(株)カノークス,21419,2025-12-07
1997,2903,シノブフーズ(株),21288,2025-12-07
1998,7115,(株)アルファパーチェス,21205,2025-12-07
1999,6157,日進工具(株),21180,2025-12-07
2000,3992,(株)ニーズウェル,21164,2025-12-07
2001,9059,カンダホールディングス(株),21141,2025-12-07
2002,6874,協立電機(株),21129,2025-12-07
2003,5285,(株)ヤマックス,21110,2025-12-07
2004,3662,(株)エイチームホールディングス,21087,2025-12-07
2005,146A,コロンビア・ワークス(株),21043,2025-12-07
2006,8093,極東貿易(株),21036,2025-12-07
2007,4813,(株)ＡＣＣＥＳＳ,20980,2025-12-07
2008,300A,ＭＩＣ(株),20933,2025-12-07
2009,6382,トリニティ工業(株),20917,2025-12-07
2010,5280,ヨシコン(株),20903,2025-12-07
2011,4418,(株)ＪＤＳＣ,20876,2025-12-07
2012,5139,オープンワーク(株),20874,2025-12-07
2013,8029,(株)ルックホールディングス,20847,2025-12-07
2014,414A,(株)オーバーラップホールディングス,20820,2025-12-07
2015,462A,(株)ＦＵＮＤＩＮＮＯ,20787,2025-12-07
2016,6853,(株)共和電業,20554,2025-12-07
2017,6199,(株)セラク,20549,2025-12-07
2018,4977,新田ゼラチン(株),20542,2025-12-07
2019,9145,(株)ビーイングホールディングス,20533,2025-12-07
2020,3772,ウェルス・マネジメント(株),20522,2025-12-07
2021,6445,(株)ジャノメ,20408,2025-12-07
2022,4809,パラカ(株),20390,2025-12-07
2023,4973,日本高純度化学(株),20386,2025-12-07
2024,7774,(株)ジャパン・ティッシュエンジニアリング,20386,2025-12-07
2025,7481,尾家産業(株),20361,2025-12-07
2026,4538,扶桑薬品工業(株),20244,2025-12-07
2027,3835,ｅＢＡＳＥ(株),20234,2025-12-07
2028,7820,ニホンフラッシュ(株),20173,2025-12-07
2029,2471,(株)エスプール,20147,2025-12-07
2030,2477,手間いらず(株),20091,2025-12-07
2031,3457,(株)Ａｎｄ　Ｄｏホールディングス,20069,2025-12-07
2032,9168,(株)ライズ・コンサルティング・グループ,20065,2025-12-07
2033,6298,ワイエイシイホールディングス(株),20025,2025-12-07
2034,3417,大木ヘルスケアホールディングス(株),19996,2025-12-07
2035,3415,(株)ＴＯＫＹＯ　ＢＡＳＥ,19991,2025-12-07
2036,3951,朝日印刷(株),19846,2025-12-07
2037,7254,(株)ユニバンス,19817,2025-12-07
2038,6312,フロイント産業(株),19798,2025-12-07
2039,4668,(株)明光ネットワークジャパン,19796,2025-12-07
2040,9163,(株)ナレルグループ,19791,2025-12-07
2041,9996,(株)サトー商会,19715,2025-12-07
2042,3023,ラサ商事(株),19660,2025-12-07
2043,6076,(株)アメイズ,19659,2025-12-07
2044,3157,ジオリーブグループ(株),19618,2025-12-07
2045,5918,瀧上工業(株),19612,2025-12-07
2046,6073,(株)アサンテ,19585,2025-12-07
2047,3068,(株)ＷＤＩ,19534,2025-12-07
2048,6050,イー・ガーディアン(株),19511,2025-12-07
2049,3166,ＯＣＨＩホールディングス(株),19464,2025-12-07
2050,3850,(株)ＮＴＴデータイントラマート,19448,2025-12-07
2051,9046,神戸電鉄(株),19436,2025-12-07
2052,4371,(株)コアコンセプト・テクノロジー,19416,2025-12-07
2053,9211,(株)エフ・コード,19408,2025-12-07
2054,3484,(株)イノベーションホールディングス,19406,2025-12-07
2055,8917,ファースト住建(株),19403,2025-12-07
2056,2497,ユナイテッド(株),19398,2025-12-07
2057,6993,大黒屋ホールディングス(株),19381,2025-12-07
2058,3565,アセンテック(株),19362,2025-12-07
2059,8085,ナラサキ産業(株),19359,2025-12-07
2060,9702,(株)アイ・エス・ビー,19350,2025-12-07
2061,6262,(株)ＰＥＧＡＳＵＳ,19341,2025-12-07
2062,4498,サイバートラスト(株),19340,2025-12-07
2063,2415,ヒューマンホールディングス(株),19334,2025-12-07
2064,2445,(株)タカミヤ,19333,2025-12-07
2065,9799,旭情報サービス(株),19241,2025-12-07
2066,3914,ＪＩＧ－ＳＡＷ(株),19240,2025-12-07
2067,4635,東京インキ(株),19217,2025-12-07
2068,7266,(株)今仙電機製作所,19203,2025-12-07
2069,5142,アキレス(株),19150,2025-12-07
2070,3810,サイバーステップホールディングス(株),19114,2025-12-07
2071,7472,(株)鳥羽洋行,19082,2025-12-07
2072,6562,(株)ジーニー,19013,2025-12-07
2073,7621,(株)うかい,18985,2025-12-07
2074,3902,メディカル・データ・ビジョン(株),18973,2025-12-07
2075,7871,フクビ化学工業(株),18971,2025-12-07
2076,5932,三協立山(株),18933,2025-12-07
2077,8537,(株)大光銀行,18917,2025-12-07
2078,6505,東洋電機製造(株),18896,2025-12-07
2079,7643,(株)ダイイチ,18874,2025-12-07
2080,5269,日本コンクリート工業(株),18778,2025-12-07
2081,7417,(株)南陽,18774,2025-12-07
2082,3773,(株)アドバンスト・メディア,18761,2025-12-07
2083,6484,(株)ＫＶＫ,18742,2025-12-07
2084,8095,アステナホールディングス(株),18740,2025-12-07
2085,4620,藤倉化成(株),18726,2025-12-07
2086,1914,日本基礎技術(株),18723,2025-12-07
2087,3180,(株)ビューティガレージ,18720,2025-12-07
2088,9982,タキヒヨー(株),18700,2025-12-07
2089,3903,(株)ｇｕｍｉ,18668,2025-12-07
2090,6798,ＳＭＫ(株),18655,2025-12-07
2091,7347,(株)マーキュリアホールディングス,18641,2025-12-07
2092,6572,オープングループ(株),18640,2025-12-07
2093,7318,セレンディップ・ホールディングス(株),18639,2025-12-07
2094,6540,(株)船場,18625,2025-12-07
2095,2930,(株)北の達人コーポレーション,18622,2025-12-07
2096,2134,北浜キャピタルパートナーズ(株),18621,2025-12-07
2097,4994,大成ラミックグループ(株),18605,2025-12-07
2098,3501,ＳＵＭＩＮＯＥ(株),18591,2025-12-07
2099,8737,(株)あかつき本社,18546,2025-12-07
2100,6293,日精樹脂工業(株),18508,2025-12-07
2101,5852,(株)アーレスティ,18496,2025-12-07
2102,8931,和田興産(株),18493,2025-12-07
2103,6580,(株)ライトアップ,18492,2025-12-07
2104,9033,広島電鉄(株),18480,2025-12-07
2105,2806,ユタカフーズ(株),18477,2025-12-07
2106,5254,(株)Ａｒｅｎｔ,18463,2025-12-07
2107,6643,(株)戸上電機製作所,18415,2025-12-07
2108,5816,オーナンバ(株),18398,2025-12-07
2109,4493,(株)サイバーセキュリティクラウド,18391,2025-12-07
2110,4998,フマキラー(株),18353,2025-12-07
2111,5922,那須電機鉄工(株),18348,2025-12-07
2112,1376,カネコ種苗(株),18342,2025-12-07
2113,7317,(株)松屋アールアンドディ,18319,2025-12-07
2114,4767,(株)テー・オー・ダブリュー,18314,2025-12-07
2115,4433,(株)ヒト・コミュニケーションズ・ホールディングス,18275,2025-12-07
2116,2204,(株)中村屋,18257,2025-12-07
2117,4228,積水化成品工業(株),18231,2025-12-07
2118,5589,(株)オートサーバー,18227,2025-12-07
2119,2338,クオンタムソリューションズ(株),18222,2025-12-07
2120,3154,メディアスホールディングス(株),18213,2025-12-07
2121,6918,(株)アバールデータ,18206,2025-12-07
2122,6358,酒井重工業(株),18172,2025-12-07
2123,3853,アステリア(株),18156,2025-12-07
2124,6493,(株)ＮＩＴＴＡＮ,18112,2025-12-07
2125,7299,フジオーゼックス(株),18103,2025-12-07
2126,8999,グランディハウス(株),18062,2025-12-07
2127,9765,(株)オオバ,18040,2025-12-07
2128,1867,(株)植木組,18036,2025-12-07
2129,6678,(株)テクノメディカ,18028,2025-12-07
2130,2112,塩水港精糖(株),18025,2025-12-07
2131,9686,東洋テック(株),17995,2025-12-07
2132,2936,ベースフード(株),17959,2025-12-07
2133,5658,日亜鋼業(株),17959,2025-12-07
2134,9651,日本プロセス(株),17958,2025-12-07
2135,4231,タイガースポリマー(株),17859,2025-12-07
2136,6224,(株)ＪＲＣ,17859,2025-12-07
2137,6571,キュービーネットホールディングス(株),17846,2025-12-07
2138,6962,(株)大真空,17837,2025-12-07
2139,2892,日本食品化工(株),17819,2025-12-07
2140,3640,(株)電算,17803,2025-12-07
2141,7521,(株)ムサシ,17721,2025-12-07
2142,9537,北陸ガス(株),17712,2025-12-07
2143,6232,(株)ＡＣＳＬ,17672,2025-12-07
2144,9312,ケイヒン(株),17668,2025-12-07
2145,9612,(株)ラックランド,17623,2025-12-07
2146,1435,(株)ｒｏｂｏｔ　ｈｏｍｅ,17588,2025-12-07
2147,4053,(株)Ｓｕｎ　Ａｓｔｅｒｉｓｋ,17582,2025-12-07
2148,8105,Ｂｉｔｃｏｉｎ　Ｊａｐａｎ(株),17534,2025-12-07
2149,6912,菊水ホールディングス(株),17424,2025-12-07
2150,5621,(株)ヒューマンテクノロジーズ,17421,2025-12-07
2151,6294,オカダアイヨン(株),17419,2025-12-07
2152,2307,(株)クロスキャット,17380,2025-12-07
2153,3558,ジェイドグループ(株),17346,2025-12-07
2154,7743,(株)シード,17312,2025-12-07
2155,6167,冨士ダイス(株),17300,2025-12-07
2156,9399,ビート・ホールディングス・リミテッド,17293,2025-12-07
2157,6521,(株)オキサイド,17288,2025-12-07
2158,7377,ＤＮホールディングス(株),17286,2025-12-07
2159,4320,(株)ＣＥホールディングス,17227,2025-12-07
2160,3665,(株)エニグモ,17185,2025-12-07
2161,6616,トレックス・セミコンダクター(株),17170,2025-12-07
2162,7320,Ｓｏｌｖｖｙ(株),17144,2025-12-07
2163,1770,藤田エンジニアリング(株),17136,2025-12-07
2164,5258,(株)トランザクション・メディア・ネットワークス,17127,2025-12-07
2165,8542,(株)トマト銀行,17086,2025-12-07
2166,5951,ダイニチ工業(株),17057,2025-12-07
2167,5337,ダントーホールディングス(株),17047,2025-12-07
2168,2924,イフジ産業(株),17041,2025-12-07
2169,3454,ファーストブラザーズ(株),17016,2025-12-07
2170,5698,(株)エンビプロ・ホールディングス,17008,2025-12-07
2171,2335,(株)キューブシステム,16994,2025-12-07
2172,1981,(株)協和日成,16990,2025-12-07
2173,6317,(株)北川鉄工所,16985,2025-12-07
2174,1431,(株)Ｌｉｂ　Ｗｏｒｋ,16979,2025-12-07
2175,3361,(株)トーエル,16958,2025-12-07
2176,3963,(株)シンクロ・フード,16920,2025-12-07
2177,4113,田岡化学工業(株),16909,2025-12-07
2178,2991,(株)ランドネット,16883,2025-12-07
2179,7562,(株)安楽亭,16827,2025-12-07
2180,2694,(株)焼肉坂井ホールディングス,16791,2025-12-07
2181,9251,(株)ＡＢ＆Ｃｏｍｐａｎｙ,16772,2025-12-07
2182,3329,東和フードサービス(株),16766,2025-12-07
2183,2884,(株)ヨシムラ・フード・ホールディングス,16762,2025-12-07
2184,7634,(株)星医療酸器,16758,2025-12-07
2185,7122,近畿車輛(株),16739,2025-12-07
2186,4691,ワシントンホテル(株),16685,2025-12-07
2187,3656,ＫＬａｂ(株),16657,2025-12-07
2188,9414,日本ＢＳ放送(株),16534,2025-12-07
2189,5885,(株)ジーデップ・アドバンス,16533,2025-12-07
2190,367A,プリモグローバルホールディングス(株),16506,2025-12-07
2191,5388,クニミネ工業(株),16459,2025-12-07
2192,4482,(株)ウィルズ,16422,2025-12-07
2193,1716,第一カッター興業(株),16404,2025-12-07
2194,3924,(株)ランドコンピュータ,16387,2025-12-07
2195,6191,(株)エアトリ,16382,2025-12-07
2196,1850,南海辰村建設(株),16379,2025-12-07
2197,7068,フィードフォースグループ(株),16370,2025-12-07
2198,6848,東亜ディーケーケー(株),16362,2025-12-07
2199,6405,鈴茂器工(株),16356,2025-12-07
2200,6159,ミクロン精密(株),16352,2025-12-07
2201,8747,豊トラスティ証券(株),16345,2025-12-07
2202,2152,幼児活動研究会(株),16309,2025-12-07
2203,3504,(株)丸八ホールディングス,16281,2025-12-07
2204,9691,(株)両毛システムズ,16269,2025-12-07
2205,7539,(株)アイナボホールディングス,16237,2025-12-07
2206,3103,ユニチカ(株),16228,2025-12-07
2207,7699,オムニ・プラス・システム,16215,2025-12-07
2208,3562,(株)Ｎｏ．１,16172,2025-12-07
2209,9367,大東港運(株),16055,2025-12-07
2210,2315,(株)ＣＡＩＣＡ　ＤＩＧＩＴＡＬ,16049,2025-12-07
2211,7811,中本パックス(株),16031,2025-12-07
2212,3189,(株)ＡＮＡＰホールディングス,15982,2025-12-07
2213,6039,(株)日本動物高度医療センター,15974,2025-12-07
2214,3300,(株)アンビション　ＤＸ　ホールディングス,15967,2025-12-07
2215,2484,(株)出前館,15958,2025-12-07
2216,2935,(株)ピックルスホールディングス,15944,2025-12-07
2217,8046,丸藤シートパイル(株),15860,2025-12-07
2218,7991,マミヤ・オーピー(株),15847,2025-12-07
2219,5356,美濃窯業(株),15815,2025-12-07
2220,4599,(株)ステムリム,15783,2025-12-07
2221,5644,(株)メタルアート,15740,2025-12-07
2222,9085,北海道中央バス(株),15730,2025-12-07
2223,5484,東北特殊鋼(株),15696,2025-12-07
2224,7987,ナカバヤシ(株),15693,2025-12-07
2225,2597,(株)ユニカフェ,15686,2025-12-07
2226,8887,(株)シーラホールディングス,15686,2025-12-07
2227,2193,クックパッド(株),15685,2025-12-07
2228,7235,東京ラヂエーター製造(株),15662,2025-12-07
2229,7094,(株)ＮｅｘＴｏｎｅ,15657,2025-12-07
2230,6255,(株)エヌ・ピー・シー,15635,2025-12-07
2231,7523,アールビバン(株),15614,2025-12-07
2232,7727,(株)オーバル,15603,2025-12-07
2233,4575,(株)キャンバス,15574,2025-12-07
2234,3096,(株)オーシャンシステム,15545,2025-12-07
2235,3800,(株)ユニリタ,15480,2025-12-07
2236,5246,(株)ＥＬＥＭＥＮＴＳ,15479,2025-12-07
2237,9986,蔵王産業(株),15477,2025-12-07
2238,4350,(株)メディカルシステムネットワーク,15475,2025-12-07
2239,1826,佐田建設(株),15461,2025-12-07
2240,9307,(株)杉村倉庫,15450,2025-12-07
2241,5590,(株)ネットスターズ,15448,2025-12-07
2242,4409,東邦化学工業(株),15436,2025-12-07
2243,6373,大同工業(株),15436,2025-12-07
2244,5137,(株)スマートドライブ,15431,2025-12-07
2245,6797,名古屋電機工業(株),15426,2025-12-07
2246,2970,(株)グッドライフカンパニー,15399,2025-12-07
2247,3723,日本ファルコム(株),15399,2025-12-07
2248,4299,(株)ハイマックス,15380,2025-12-07
2249,4446,Ｌｉｎｋ－Ｕグループ(株),15378,2025-12-07
2250,297A,アルピコホールディングス(株),15361,2025-12-07
2251,9306,東陽倉庫(株),15360,2025-12-07
2252,9857,英和(株),15360,2025-12-07
2253,336A,ダイナミックマッププラットフォーム(株),15356,2025-12-07
2254,7927,ムトー精工(株),15332,2025-12-07
2255,4811,(株)ドリーム・アーツ,15326,2025-12-07
2256,3140,ＢＲＵＮＯ(株),15306,2025-12-07
2257,2937,(株)サンクゼール,15299,2025-12-07
2258,9034,南総通運(株),15280,2025-12-07
2259,5965,(株)フジマック,15271,2025-12-07
2260,4448,(株)ｋｕｂｅｌｌ,15251,2025-12-07
2261,9257,ＹＣＰホールディングス（グローバル）,15249,2025-12-07
2262,9248,人・夢・技術グループ(株),15207,2025-12-07
2263,3997,(株)トレードワークス,15187,2025-12-07
2264,7849,スターツ出版(株),15187,2025-12-07
2265,4263,サスメド(株),15164,2025-12-07
2266,3683,(株)サイバーリンクス,15121,2025-12-07
2267,1726,(株)ビーアールホールディングス,15067,2025-12-07
2268,7110,(株)クラシコム,15065,2025-12-07
2269,9553,(株)マイクロアド,15057,2025-12-07
2270,8202,ラオックスホールディングス(株),15027,2025-12-07
2271,6149,(株)小田原エンジニアリング,14997,2025-12-07
2272,6863,(株)ニレコ,14997,2025-12-07
2273,6203,豊和工業(株),14995,2025-12-07
2274,3321,ミタチ産業(株),14979,2025-12-07
2275,5941,(株)中西製作所,14964,2025-12-07
2276,6928,(株)エノモト,14953,2025-12-07
2277,9074,日本石油輸送(株),14953,2025-12-07
2278,9704,(株)アゴーラホスピタリティーグループ,14931,2025-12-07
2279,2340,(株)極楽湯ホールディングス,14929,2025-12-07
2280,4957,ヤスハラケミカル(株),14926,2025-12-07
2281,5958,三洋工業(株),14925,2025-12-07
2282,4425,Ｋｕｄａｎ(株),14919,2025-12-07
2283,6464,(株)ツバキ・ナカシマ,14893,2025-12-07
2284,4978,(株)リプロセル,14884,2025-12-07
2285,8908,(株)毎日コムネット,14868,2025-12-07
2286,9049,京福電気鉄道(株),14860,2025-12-07
2287,7487,小津産業(株),14846,2025-12-07
2288,6629,テクノホライゾン(株),14829,2025-12-07
2289,6390,(株)加藤製作所,14820,2025-12-07
2290,1798,(株)守谷商会,14758,2025-12-07
2291,9245,(株)リベロ,14755,2025-12-07
2292,4574,大幸薬品(株),14735,2025-12-07
2293,7725,(株)インターアクション,14733,2025-12-07
2294,8030,中央魚類(株),14715,2025-12-07
2295,366A,ウェルネス・コミュニケーションズ(株),14713,2025-12-07
2296,9753,アイエックス・ナレッジ(株),14688,2025-12-07
2297,276A,ククレブ・アドバイザーズ(株),14669,2025-12-07
2298,2981,(株)ランディックス,14662,2025-12-07
2299,6613,(株)ＱＤレーザ,14659,2025-12-07
2300,7358,(株)ポピンズ,14645,2025-12-07
2301,2983,(株)アールプランナー,14643,2025-12-07
2302,2130,(株)メンバーズ,14605,2025-12-07
2303,5284,ヤマウホールディングス(株),14605,2025-12-07
2304,7228,(株)デイトナ,14527,2025-12-07
2305,6392,(株)ヤマダコーポレーション,14520,2025-12-07
2306,274A,(株)ガーデン,14517,2025-12-07
2307,4465,(株)ニイタカ,14483,2025-12-07
2308,8023,ＤＡＩＫＯ　ＸＴＥＣＨ(株),14423,2025-12-07
2309,9272,ブティックス(株),14377,2025-12-07
2310,6492,岡野バルブ製造(株),14362,2025-12-07
2311,1892,徳倉建設(株),14347,2025-12-07
2312,7646,(株)ＰＬＡＮＴ,14339,2025-12-07
2313,194A,(株)ＷＯＬＶＥＳ　ＨＡＮＤ,14329,2025-12-07
2314,7119,(株)ハルメクホールディングス,14329,2025-12-07
2315,7212,(株)エフテック,14296,2025-12-07
2316,6730,(株)アクセル,14284,2025-12-07
2317,7354,(株)ダイレクトマーケティングミックス,14284,2025-12-07
2318,9564,(株)ＦＣＥ,14277,2025-12-07
2319,6035,(株)アイ・アールジャパンホールディングス,14218,2025-12-07
2320,4495,(株)アイキューブドシステムズ,14187,2025-12-07
2321,6194,(株)アトラエ,14176,2025-12-07
2322,3542,(株)ベガコーポレーション,14107,2025-12-07
2323,9701,(株)東京會舘,14081,2025-12-07
2324,155A,(株)情報戦略テクノロジー,14072,2025-12-07
2325,7775,大研医器(株),14010,2025-12-07
2326,1776,三井住建道路(株),14009,2025-12-07
2327,8927,(株)明豊エンタープライズ,13992,2025-12-07
2328,4434,(株)サーバーワークス,13984,2025-12-07
2329,2334,(株)イオレ,13978,2025-12-07
2330,1787,(株)ナカボーテック,13975,2025-12-07
2331,5582,(株)グリッド,13932,2025-12-07
2332,7908,ＫＩＭＯＴＯ,13912,2025-12-07
2333,8918,(株)ランド,13906,2025-12-07
2334,2904,一正蒲鉾(株),13905,2025-12-07
2335,9221,フルハシＥＰＯ(株),13841,2025-12-07
2336,8383,(株)鳥取銀行,13833,2025-12-07
2337,2816,(株)ダイショー,13826,2025-12-07
2338,4761,(株)さくらケーシーエス,13787,2025-12-07
2339,6743,大同信号(株),13784,2025-12-07
2340,9450,(株)ファイバーゲート,13757,2025-12-07
2341,5079,(株)ノバック,13678,2025-12-07
2342,4235,ウルトラファブリックス・ホールディングス(株),13657,2025-12-07
2343,7081,コーユーレンティア(株),13645,2025-12-07
2344,6444,サンデン(株),13627,2025-12-07
2345,7999,ＭＵＴＯＨホールディングス(株),13623,2025-12-07
2346,3856,Ａｂａｌａｎｃｅ(株),13609,2025-12-07
2347,369A,(株)エータイ,13606,2025-12-07
2348,3556,リネットジャパングループ(株),13584,2025-12-07
2349,4412,(株)サイエンスアーツ,13579,2025-12-07
2350,6440,ＪＵＫＩ(株),13563,2025-12-07
2351,9249,日本エコシステム(株),13549,2025-12-07
2352,6882,(株)三社電機製作所,13530,2025-12-07
2353,5268,旭コンクリート工業(株),13524,2025-12-07
2354,6393,油研工業(株),13523,2025-12-07
2355,5586,(株)Ｌａｂｏｒｏ．ＡＩ,13520,2025-12-07
2356,4080,(株)田中化学研究所,13501,2025-12-07
2357,4026,神島化学工業(株),13500,2025-12-07
2358,3031,(株)ラクーンホールディングス,13491,2025-12-07
2359,9713,(株)ロイヤルホテル,13482,2025-12-07
2360,5018,(株)ＭＯＲＥＳＣＯ,13468,2025-12-07
2361,4712,(株)ＫｅｙＨｏｌｄｅｒ,13448,2025-12-07
2362,3467,アグレ都市デザイン(株),13407,2025-12-07
2363,3460,ジャパン・シニアリビング投資法人,13391,2025-12-07
2364,4382,ＨＥＲＯＺ(株),13354,2025-12-07
2365,1717,明豊ファシリティワークス(株),13351,2025-12-07
2366,5819,カナレ電気(株),13332,2025-12-07
2367,6044,(株)三機サービス,13332,2025-12-07
2368,6087,(株)アビスト,13293,2025-12-07
2369,6210,ＴＯＹＯイノベックス(株),13271,2025-12-07
2370,7809,(株)壽屋,13254,2025-12-07
2371,2173,(株)博展,13243,2025-12-07
2372,6165,パンチ工業(株),13231,2025-12-07
2373,9229,(株)サンウェルズ,13208,2025-12-07
2374,2410,(株)キャリアデザインセンター,13201,2025-12-07
2375,5532,(株)リアルゲイト,13201,2025-12-07
2376,7792,(株)コラントッテ,13193,2025-12-07
2377,3308,日本ヘルスケア投資法人,13150,2025-12-07
2378,9554,(株)ＡＶｉＣ,13122,2025-12-07
2379,6047,(株)Ｇｕｎｏｓｙ,13113,2025-12-07
2380,7940,ウェーブロックホールディングス(株),13111,2025-12-07
2381,3109,シキボウ(株),13105,2025-12-07
2382,6030,(株)アドベンチャー,13101,2025-12-07
2383,9351,東洋埠頭(株),13042,2025-12-07
2384,2180,(株)サニーサイドアップグループ,13040,2025-12-07
2385,9818,大丸エナウィン(株),13027,2025-12-07
2386,3804,(株)システム　ディ,13015,2025-12-07
2387,4570,(株)免疫生物研究所,12994,2025-12-07
2388,9408,(株)ＢＳＮメディアホールディングス,12984,2025-12-07
2389,6291,日本エアーテック(株),12983,2025-12-07
2390,6403,水道機工(株),12974,2025-12-07
2391,8349,(株)東北銀行,12962,2025-12-07
2392,3447,信和(株),12961,2025-12-07
2393,6018,阪神内燃機工業(株),12897,2025-12-07
2394,9270,バリュエンスホールディングス(株),12879,2025-12-07
2395,7271,(株)安永,12874,2025-12-07
2396,9763,丸建リース(株),12860,2025-12-07
2397,3657,ポールトゥウィンホールディングス(株),12859,2025-12-07
2398,3937,(株)Ｕｂｉｃｏｍホールディングス,12838,2025-12-07
2399,2354,(株)ＹＥ　ＤＩＧＩＴＡＬ,12828,2025-12-07
2400,4627,ナトコ(株),12770,2025-12-07
2401,4772,(株)ＳＭ　ＥＮＴＥＲＴＡＩＮＭＥＮＴ　ＪＡＰＡＮ,12750,2025-12-07
2402,6356,日本ギア工業(株),12709,2025-12-07
2403,4800,オリコン(株),12703,2025-12-07
2404,9343,(株)アイビス,12664,2025-12-07
2405,3392,デリカフーズホールディングス(株),12656,2025-12-07
2406,9890,(株)マキヤ,12617,2025-12-07
2407,3079,ディーブイエックス(株),12613,2025-12-07
2408,9993,(株)ヤマザワ,12605,2025-12-07
2409,6533,(株)Ｏｒｃｈｅｓｔｒａ　Ｈｏｌｄｉｎｇｓ,12603,2025-12-07
2410,6772,東京コスモス電機(株),12573,2025-12-07
2411,2689,オルバヘルスケアホールディングス(株),12569,2025-12-07
